SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1240 N Lake Shore Dr Unit 17A,Chicago,IL,60610,874900,3,2.5,CHI - Near North Side,2000,,1970,29,437,1850,Active,October-16-2021 02:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/IL/Chicago/1240-N-Lake-Shore-Dr-60610/unit-17A/home/14125127,MRED,11220988,N,Y,41.905113,-87.62552
MLS Listing,,Condo/Co-op,1440 N Lake Shore Dr Unit 16D,Chicago,IL,60610,625000,2,2.0,CHI - Near North Side,1370,,1965,29,456,1347,Active,,,http://www.redfin.com/IL/Chicago/1440-N-Lake-Shore-Dr-60610/unit-16D/home/171343302,MRED,11220967,N,Y,41.9089622,-87.6266981
MLS Listing,,Multi-Family (2-4 Unit),55 E Cedar St,Chicago,IL,60611,2075000,7,5.0,CHI - Near North Side,,1742,1890,30,,,Active,October-17-2021 11:00 AM,October-17-2021 02:00 PM,http://www.redfin.com/IL/Chicago/55-E-Cedar-St-60611/home/12617115,MRED,11220067,N,Y,41.902191,-87.6261771
MLS Listing,,Condo/Co-op,229 E Lake Shore Dr E Unit 6W,Chicago,IL,60611,3750000,3,3.5,CHI - Near North Side,3500,,1919,30,1071,7687,Active,,,http://www.redfin.com/IL/Chicago/229-E-Lake-Shore-Dr-60611/unit-6W/home/45463860,MRED,11220019,N,Y,41.9006181,-87.6205294
MLS Listing,,Condo/Co-op,1250 N Dearborn St Unit 8A,Chicago,IL,60610,400000,2,2.0,CHI - Near North Side,1400,,1989,30,286,1109,Active,October-16-2021 11:30 AM,October-16-2021 01:30 PM,http://www.redfin.com/IL/Chicago/1250-N-Dearborn-St-60610/unit-8A/home/14112189,MRED,11219339,N,Y,41.9054191,-87.6304584
MLS Listing,,Multi-Family (2-4 Unit),46 E Cedar St,Chicago,IL,60611,2999900,6,6.5,CHI - Near North Side,,2178,1895,31,,,Active,,,http://www.redfin.com/IL/Chicago/46-E-Cedar-St-60611/home/14122489,MRED,11218874,N,Y,41.9026852,-87.6265439
MLS Listing,,Condo/Co-op,30 E Division St Unit 2B,Chicago,IL,60610,175000,1,1.0,CHI - Near North Side,,,1973,31,,480,Active,,,http://www.redfin.com/IL/Chicago/30-E-Division-St-60610/unit-2B/home/14124309,MRED,11218666,N,Y,41.9043262,-87.6273128
MLS Listing,,Condo/Co-op,1415 N Dearborn St Unit 12A,Chicago,IL,60610,315000,2,2.0,CHI - Near North Side,1300,,1977,31,242,1180,Active,,,http://www.redfin.com/IL/Chicago/1415-N-Dearborn-St-60610/unit-12A/home/14114539,MRED,11218667,N,Y,41.908244,-87.629737
MLS Listing,,Condo/Co-op,100 E Bellevue Pl Unit 8E,Chicago,IL,60611,655000,3,2.0,CHI - Near North Side,1800,,1971,31,364,1408,Active,,,http://www.redfin.com/IL/Chicago/100-E-Bellevue-Pl-60611/unit-8E/home/14121436,MRED,11218274,N,Y,41.9019284,-87.6256565
MLS Listing,,Condo/Co-op,4 E Elm St Unit 6N,Chicago,IL,60611,2600000,3,3.5,CHI - Near North Side,3100,,2016,32,839,3140,Active,,,http://www.redfin.com/IL/Chicago/4-E-Elm-St-60610/unit-6N/home/22889982,MRED,11217955,N,Y,41.9033068,-87.6284213
MLS Listing,,Condo/Co-op,1430 N Lake Shore Dr #20,Chicago,IL,60610,1950000,3,3.0,CHI - Near North Side,4500,,1928,32,433,8156,Active,,,http://www.redfin.com/IL/Chicago/1430-N-Lake-Shore-Dr-60610/unit-20/home/174332463,MRED,11217803,N,Y,41.9087249,-87.6264668
MLS Listing,,Condo/Co-op,1440 N Lake Shore Dr Unit 29B,Chicago,IL,60610,144900,0,1.0,CHI - Near North Side,550,,1965,32,263,530,Active,,,http://www.redfin.com/IL/Chicago/1440-N-Lake-Shore-Dr-60610/unit-29B/home/14124081,MRED,11217729,N,Y,41.9089622,-87.6266981
MLS Listing,,Condo/Co-op,232 E Walton Pl Unit 3E,Chicago,IL,60611,1175000,4,3.5,CHI - Near North Side,3800,,1928,32,309,2955,Active,,,http://www.redfin.com/IL/Chicago/232-E-Walton-Pl-60611/unit-3E/home/169104392,MRED,11217563,N,Y,41.9002369,-87.6206819
MLS Listing,,Condo/Co-op,50 W Schiller St Unit 2H,Chicago,IL,60610,425000,2,2.0,CHI - Near North Side,1500,,1922,32,283,1937,Active,,,http://www.redfin.com/IL/Chicago/50-W-Schiller-St-60610/unit-2H/home/21995644,MRED,11217422,N,Y,41.9079726,-87.63069
MLS Listing,,Condo/Co-op,1366 N Dearborn St Unit 10BC,Chicago,IL,60610,995000,3,3.5,CHI - Near North Side,2700,,1926,32,369,2657,Active,,,http://www.redfin.com/IL/Chicago/1366-N-Dearborn-Pkwy-60610/unit-10BC/home/145777068,MRED,11217408,N,Y,41.907719,-87.630382
MLS Listing,,Condo/Co-op,1350 N Astor St Unit 6D,Chicago,IL,60610,375000,2,1.0,CHI - Near North Side,,,1950,32,,1122,Active,,,http://www.redfin.com/IL/Chicago/1350-N-Astor-St-60610/unit-6D/home/18243643,MRED,11217387,N,Y,41.9074012,-87.6279701
MLS Listing,,Condo/Co-op,1 E Scott St #1604,Chicago,IL,60610,250000,1,1.0,CHI - Near North Side,,,1969,32,,757,Active,,,http://www.redfin.com/IL/Chicago/1-E-Scott-St-60610/unit-1604/home/14124556,MRED,11217372,N,Y,41.9044611,-87.6282767
MLS Listing,,Condo/Co-op,1110 N Lake Shore Dr Unit 17S,Chicago,IL,60611,899000,3,2.5,CHI - Near North Side,2140,,1970,32,420,2568,Active,,,http://www.redfin.com/IL/Chicago/1110-N-Lake-Shore-Dr-60611/unit-17S/home/14122975,MRED,11217331,N,Y,41.902836,-87.625043
MLS Listing,,Condo/Co-op,1235 N Astor St Unit 1S,Chicago,IL,60610,1195000,4,3.0,CHI - Near North Side,3500,,1920,32,341,2998,Active,,,http://www.redfin.com/IL/Chicago/1235-N-Astor-St-60610/unit-1S/home/107602166,MRED,11217090,N,Y,41.9051649,-87.626858
MLS Listing,,Multi-Family (2-4 Unit),33 E Division St,Chicago,IL,60610,2950000,6,6.0,CHI - Near North Side,,1742,1881,35,,,Active,,,http://www.redfin.com/IL/Chicago/33-E-Division-St-60610/home/14123960,MRED,11209076,N,Y,41.9037663,-87.6273704
MLS Listing,,Condo/Co-op,1325 N State Pkwy Unit 11E,Chicago,IL,60610,685000,2,2.0,Ambassador House,1650,,1966,35,415,1301,Active,,,http://www.redfin.com/IL/Chicago/1325-N-State-Pkwy-60610/unit-11E/home/14126197,MRED,11215455,N,Y,41.9064765,-87.6282768
MLS Listing,,Condo/Co-op,1000 N Lake Shore Dr #601,Chicago,IL,60611,259000,2,2.0,CHI - Near North Side,1250,,1953,35,207,1066,Active,October-16-2021 12:30 PM,October-16-2021 02:00 PM,http://www.redfin.com/IL/Chicago/1000-N-Lake-Shore-Dr-60611/unit-601/home/14121890,MRED,11215457,N,Y,41.9012375,-87.6245855
MLS Listing,,Condo/Co-op,1550 N Lake Shore Dr Unit 5AB,Chicago,IL,60610,1250000,3,3.0,CHI - Near North Side,3300,,1960,35,379,2885,Active,,,http://www.redfin.com/IL/Chicago/1550-N-Lake-Shore-Dr-60610/unit-5AB/home/14126755,MRED,11215171,N,Y,41.9108985,-87.6267754
MLS Listing,,Condo/Co-op,1212 N Lake Shore Dr Unit 20CS,Chicago,IL,60610,849000,2,2.0,CHI - Near North Side,1850,,1970,36,459,1362,Active,,,http://www.redfin.com/IL/Chicago/1212-N-Lake-Shore-Dr-60610/unit-20CS/home/172283000,MRED,11214360,N,Y,41.9045194,-87.6253855
MLS Listing,,Condo/Co-op,1000 N Lake Shore Plz Unit 41C,Chicago,IL,60611,689000,2,2.5,CHI - Near North Side,2000,,1964,36,345,2624,Active,,,http://www.redfin.com/IL/Chicago/1000-N-Lake-Shore-Dr-60611/unit-41C/home/14122806,MRED,11213837,N,Y,41.9012375,-87.6245855
MLS Listing,,Condo/Co-op,1241 N Dearborn St #2,Chicago,IL,60610,739000,3,2.0,CHI - Near North Side,,,1981,36,,500,Active,,,http://www.redfin.com/IL/Chicago/1241-N-Dearborn-St-60610/unit-2/home/14110899,MRED,11213800,N,Y,41.9051675,-87.6296071
MLS Listing,,Condo/Co-op,1250 N Dearborn St Unit 16E,Chicago,IL,60610,350000,2,2.0,CHI - Near North Side,1152,,1989,36,304,1029,Active,,,http://www.redfin.com/IL/Chicago/1250-N-Dearborn-St-60610/unit-16E/home/14111223,MRED,11213527,N,Y,41.9054191,-87.6304584
MLS Listing,,Condo/Co-op,40 E Cedar St Unit 12C,Chicago,IL,60611,349000,2,2.0,CHI - Near North Side,1200,,1970,36,291,989,Active,,,http://www.redfin.com/IL/Chicago/40-E-Cedar-St-60611/unit-12C/home/14122465,MRED,11213486,N,Y,41.9027706,-87.6269295
MLS Listing,,Condo/Co-op,999 N Lake Shore Dr Unit 5C,Chicago,IL,60611,1195000,2,2.5,CHI - Near North Side,2600,,1912,36,460,5409,Active,,,http://www.redfin.com/IL/Chicago/999-N-Lake-Shore-Dr-60611/unit-5C/home/172689687,MRED,11213342,N,Y,41.9006861,-87.6200667
MLS Listing,,Condo/Co-op,20 E Cedar St Unit 15C,Chicago,IL,60611,1299000,3,3.0,CHI - Near North Side,3000,,1925,37,433,2543,Active,,,http://www.redfin.com/IL/Chicago/20-E-Cedar-St-60611/unit-15C/home/14123885,MRED,11205571,N,Y,41.902721,-87.6273372
MLS Listing,,Condo/Co-op,1040 N Lake Shore Dr Unit 31D,Chicago,IL,60611,1650000,3,3.5,CHI - Near North Side,3500,,1964,37,471,3374,Active,,,http://www.redfin.com/IL/Chicago/1040-N-Lake-Shore-Dr-60611/unit-31D/home/14123007,MRED,11213040,N,Y,41.9020249,-87.6246949
MLS Listing,,Condo/Co-op,1555 N Dearborn Pkwy Unit 15DE,Chicago,IL,60610,469000,2,2.0,CHI - Near North Side,1400,,1967,37,335,1498,Active,,,http://www.redfin.com/IL/Chicago/1555-N-Dearborn-Pkwy-60610/unit-15DE/home/176341592,MRED,11212741,N,Y,41.9110351,-87.6297062
MLS Listing,,Condo/Co-op,1310 N Ritchie Ct Unit 8A,Chicago,IL,60610,325000,2,2.0,CHI - Near North Side,1350,,1969,37,241,1255,Active,,,http://www.redfin.com/IL/Chicago/1310-N-Ritchie-Ct-60610/unit-8A/home/14124473,MRED,11212603,N,Y,41.9064866,-87.62685
MLS Listing,,Condo/Co-op,990 N Lake Shore Dr Unit 30E,Chicago,IL,60611,799000,3,3.0,CHI - Near North Side,2000,,,37,400,1985,Active,,,http://www.redfin.com/IL/Chicago/990-N-Lake-Shore-Dr-60611/unit-30E/home/14119797,MRED,11212263,N,Y,41.9003001,-87.6201438
MLS Listing,,Condo/Co-op,1440 N Lake Shore Dr Unit 7B,Chicago,IL,60610,139000,0,1.0,CHI - Near North Side,550,,1965,37,253,501,Active,,,http://www.redfin.com/IL/Chicago/1440-N-Lake-Shore-Dr-60610/unit-7B/home/14126224,MRED,11205951,N,Y,41.9089622,-87.6266981
MLS Listing,,Condo/Co-op,1300 N Astor St Unit 15AB,Chicago,IL,60610,798500,3,3.0,CHI - Near North Side,2400,,1962,38,333,2889,Active,,,http://www.redfin.com/IL/Chicago/1300-N-Astor-St-60610/unit-15AB/home/144959526,MRED,11211888,N,Y,41.9059804,-87.6276829
MLS Listing,,Single Family Residential,67 E Cedar St,Chicago,IL,60611,2450000,4,4.5,CHI - Near North Side,,1454,1891,38,,,Active,,,http://www.redfin.com/IL/Chicago/67-E-Cedar-St-60611/home/14123575,MRED,11211870,N,Y,41.9021823,-87.6257529
MLS Listing,,Condo/Co-op,1366 N Dearborn St Unit 3A,Chicago,IL,60610,925000,3,2.5,CHI - Near North Side,1926,,1926,38,480,1995,Active,October-16-2021 11:00 AM,October-16-2021 12:30 PM,http://www.redfin.com/IL/Chicago/1366-N-Dearborn-St-60610/unit-3A/home/14113272,MRED,11211725,N,Y,41.9077072,-87.6306493
MLS Listing,,Condo/Co-op,1000 N Lake Shore Plz Unit 18C,Chicago,IL,60611,674000,2,2.5,CHI - Near North Side,2100,,1964,38,321,2098,Active,,,http://www.redfin.com/IL/Chicago/1000-N-Lake-Shore-Dr-60611/unit-18C/home/14121226,MRED,11211716,N,Y,41.9012375,-87.6245855
MLS Listing,,Condo/Co-op,1320 N State Pkwy Unit 12-13A,Chicago,IL,60610,1995000,3,3.5,CHI - Near North Side,4423,,1924,38,451,6881,Active,,,http://www.redfin.com/IL/Chicago/1320-N-State-Pkwy-60610/unit-12-13A/home/142099696,MRED,11211591,N,Y,41.9064531,-87.6290074
MLS Listing,,Condo/Co-op,1313 N Ritchie Ct #2304,Chicago,IL,60610,475000,2,2.0,CHI - Near North Side,1300,,1973,38,365,970,Active,,,http://www.redfin.com/IL/Chicago/1313-N-Ritchie-Ct-60610/unit-2304/home/14124926,MRED,11211362,N,Y,41.9061626,-87.6261578
MLS Listing,,Condo/Co-op,1120 N Lake Shore Dr Unit 8A,Chicago,IL,60611,625000,3,3.0,CHI - Near North Side,1800,,1924,38,347,2371,Active,,,http://www.redfin.com/IL/Chicago/1120-N-Lake-Shore-Dr-60611/unit-8A/home/146128094,MRED,11211360,N,Y,41.9030623,-87.6250979
MLS Listing,,Condo/Co-op,1415 N Dearborn St Unit 15C,Chicago,IL,60610,359000,2,2.0,CHI - Near North Side,1300,,1974,38,276,1103,Active,,,http://www.redfin.com/IL/Chicago/1415-N-Dearborn-St-60610/unit-15C/home/14114619,MRED,11199124,N,Y,41.908244,-87.629737
MLS Listing,,Single Family Residential,1322 N Dearborn St,Chicago,IL,60610,3995000,4,2.5,CHI - Near North Side,3783,3702,1880,38,1056,,Active,,,http://www.redfin.com/IL/Chicago/1322-N-Dearborn-St-60610/home/14112704,MRED,11211193,N,Y,41.9064613,-87.6303748
MLS Listing,,Condo/Co-op,1313 N Ritchie Ct #2404,Chicago,IL,60610,575000,2,2.0,CHI - Near North Side,1325,,1973,38,434,981,Active,,,http://www.redfin.com/IL/Chicago/1313-N-Ritchie-Ct-60610/unit-2404/home/14126239,MRED,11194883,N,Y,41.9061626,-87.6261578
MLS Listing,,Condo/Co-op,1200 N Lake Shore Dr #705,Chicago,IL,60610,425000,1,1.0,CHI - Near North Side,,,1914,38,,1288,Active,,,http://www.redfin.com/IL/Chicago/1200-N-Lake-Shore-Dr-60610/unit-705/home/14122939,MRED,11205102,N,Y,41.904179,-87.6253919
MLS Listing,,Condo/Co-op,1313 N Ritchie Ct #1301,Chicago,IL,60610,790000,3,3.0,CHI - Near North Side,1850,,1983,38,427,,Active,,,http://www.redfin.com/IL/Chicago/1313-N-Ritchie-Ct-60610/unit-1301/home/14124879,MRED,11184108,N,Y,41.9061626,-87.6261578
MLS Listing,,Single Family Residential,1236 N Astor St,Chicago,IL,60610,2000000,6,4.5,CHI - Near North Side,6300,3362,1887,38,317,,Active,,,http://www.redfin.com/IL/Chicago/1236-N-Astor-St-60610/home/14124644,MRED,11211088,N,Y,41.9050229,-87.6273151
MLS Listing,,Condo/Co-op,1340 N State Pkwy Unit 4S,Chicago,IL,60610,2495000,4,5.5,CHI - Near North Side,4100,,1903,38,609,2782,Active,,,http://www.redfin.com/IL/Chicago/1340-N-State-Pkwy-60610/unit-4S/home/14112439,MRED,11211083,N,Y,41.9071158,-87.6292002
MLS Listing,,Condo/Co-op,100 E Bellevue Pl Unit 9D,Chicago,IL,60611,779000,3,2.0,CHI - Near North Side,1800,,1978,38,433,1430,Active,,,http://www.redfin.com/IL/Chicago/100-E-Bellevue-Pl-60611/unit-9D/home/14120980,MRED,11210758,N,Y,41.9019284,-87.6256565
MLS Listing,,Condo/Co-op,1500 N Lake Shore Dr Unit 6C,Chicago,IL,60610,1995000,3,3.5,CHI - Near North Side,3600,,1928,38,554,3092,Active,,,http://www.redfin.com/IL/Chicago/1500-N-Lake-Shore-Dr-60610/unit-6C/home/145737241,MRED,11210761,N,Y,41.9098168,-87.6269297
MLS Listing,,Condo/Co-op,1240 N Lake Shore Dr Unit 5A,Chicago,IL,60610,695000,3,2.5,CHI - Near North Side,2000,,1970,38,348,1778,Active,December-9-2021 12:00 PM,December-9-2021 02:00 PM,http://www.redfin.com/IL/Chicago/1240-N-Lake-Shore-Dr-60610/unit-5A/home/14124641,MRED,11210659,N,Y,41.905113,-87.62552
MLS Listing,,Condo/Co-op,1212 N Lake Shore Dr Unit 8CN,Chicago,IL,60610,649950,2,2.0,CHI - Near North Side,1850,,1970,38,351,1307,Active,,,http://www.redfin.com/IL/Chicago/1212-N-Lake-Shore-Dr-60610/unit-8CN/home/14122908,MRED,11210650,N,Y,41.9045194,-87.6253855
MLS Listing,,Condo/Co-op,1255 N State Pkwy Unit 3F,Chicago,IL,60610,155000,0,1.0,CHI - Near North Side,550,,1924,38,282,671,Active,,,http://www.redfin.com/IL/Chicago/1255-N-State-Pkwy-60610/unit-3F/home/14125068,MRED,11210548,N,Y,41.905509,-87.6283954
MLS Listing,,Condo/Co-op,1000 N Lake Shore Dr #2206,Chicago,IL,60611,155000,0,1.0,CHI - Near North Side,,,1952,39,,640,Active,,,http://www.redfin.com/IL/Chicago/1000-N-Lake-Shore-Dr-60611/unit-2206/home/14122603,MRED,11210347,N,Y,41.9012375,-87.6245855
MLS Listing,,Condo/Co-op,1400 N State Pkwy Unit 14A,Chicago,IL,60610,400000,2,2.0,CHI - Near North Side,,,1960,42,,1122,Active,,,http://www.redfin.com/IL/Chicago/1400-N-State-Pkwy-60610/unit-14A/home/14113643,MRED,11202972,N,Y,41.9079255,-87.6290073
MLS Listing,,Condo/Co-op,1530 N Dearborn Pkwy Unit 8S,Chicago,IL,60610,599000,3,2.0,CHI - Near North Side,1825,,1974,43,328,1308,Active,,,http://www.redfin.com/IL/Chicago/1530-N-Dearborn-Pkwy-60610/unit-8S/home/172340864,MRED,11208059,N,Y,41.910389,-87.630606
MLS Listing,,Condo/Co-op,1209 N Astor St Unit 6S,Chicago,IL,60610,795000,3,3.0,CHI - Near North Side,2450,,1926,43,324,4242,Active,,,http://www.redfin.com/IL/Chicago/1209-N-Astor-St-60610/unit-6S/home/41393158,MRED,11206914,N,Y,41.9044896,-87.6267156
MLS Listing,,Condo/Co-op,21 W Goethe St Unit 6E,Chicago,IL,60610,123900,0,1.0,CHI - Near North Side,530,,1964,44,234,540,Active,,,http://www.redfin.com/IL/Chicago/21-W-Goethe-St-60610/unit-6E/home/14111190,MRED,11206469,N,Y,41.9054585,-87.6296264
MLS Listing,,Condo/Co-op,1400 N State Pkwy Unit 14B,Chicago,IL,60610,249900,1,1.0,CHI - Near North Side,850,,1967,44,294,825,Active,,,http://www.redfin.com/IL/Chicago/1400-N-State-Pkwy-60610/unit-14B/home/14114967,MRED,11206387,N,Y,41.9079255,-87.6290073
MLS Listing,,Condo/Co-op,1325 N State Pkwy Unit 17D,Chicago,IL,60610,265000,1,1.0,CHI - Near North Side,950,,1963,44,279,758,Active,,,http://www.redfin.com/IL/Chicago/1325-N-State-Pkwy-60610/unit-17D/home/14124486,MRED,11206374,N,Y,41.9064765,-87.6282768
MLS Listing,,Condo/Co-op,1240 N Dearborn Pkwy #1,Chicago,IL,60610,1199000,2,2.0,CHI - Near North Side,1800,,,44,666,300,Active,,,http://www.redfin.com/IL/Chicago/1240-N-Dearborn-St-60610/unit-1/home/14111984,MRED,11206069,N,Y,41.9051079,-87.6304938
MLS Listing,,Condo/Co-op,1212 N Lake Shore Dr Unit 13AS,Chicago,IL,60610,950000,3,2.5,CHI - Near North Side,2150,,1970,45,442,1588,Active,,,http://www.redfin.com/IL/Chicago/1212-N-Lake-Shore-Dr-60610/unit-13AS/home/14123280,MRED,11205037,N,Y,41.9045194,-87.6253855
MLS Listing,,Condo/Co-op,50 E Bellevue Pl #405,Chicago,IL,60611,479000,2,2.0,CHI - Near North Side,1450,,1979,46,330,1153,Active,,,http://www.redfin.com/IL/Chicago/50-E-Bellevue-Pl-60611/unit-405/home/12570734,MRED,11198544,N,Y,41.9019886,-87.6266976
MLS Listing,,Condo/Co-op,20 E Goethe St #401,Chicago,IL,60610,227900,2,1.0,CHI - Near North Side,741,,1899,46,308,472,Active,,,http://www.redfin.com/IL/Chicago/20-E-Goethe-St-60610/unit-401/home/14124477,MRED,11204624,N,Y,41.9062184,-87.6279528
MLS Listing,,Condo/Co-op,1339 N Dearborn St Unit 9B,Chicago,IL,60610,195000,1,1.0,CHI - Near North Side,750,,1974,46,260,390,Active,,,http://www.redfin.com/IL/Chicago/1339-N-Dearborn-St-60610/unit-9B/home/14112584,MRED,11204141,N,Y,41.9070858,-87.6296244
MLS Listing,,Condo/Co-op,30 E Division St Unit 7E,Chicago,IL,60610,330000,2,2.0,CHI - Near North Side,1400,,1973,49,236,752,Active,,,http://www.redfin.com/IL/Chicago/30-E-Division-St-60610/unit-7E/home/14123298,MRED,11202917,N,Y,41.9043262,-87.6273128
MLS Listing,,Single Family Residential,79 E Elm St,Chicago,IL,60611,3449500,5,7.0,CHI - Near North Side,6500,2199,1899,49,531,,Active,,,http://www.redfin.com/IL/Chicago/79-E-Elm-St-60611/home/14123051,MRED,11202797,N,Y,41.903037,-87.6257534
MLS Listing,,Condo/Co-op,1221 N Dearborn St Unit 609S,Chicago,IL,60610,279000,2,1.5,CHI - Near North Side,1200,,1972,49,233,675,Active,,,http://www.redfin.com/IL/Chicago/1221-N-Dearborn-St-60610/unit-609S/home/12714351,MRED,11202292,N,Y,41.9046835,-87.6296264
MLS Listing,,Condo/Co-op,1550 N Lake Shore Dr Unit 20D,Chicago,IL,60610,215000,1,1.0,CHI - Near North Side,800,,1960,50,269,845,Active,,,http://www.redfin.com/IL/Chicago/1550-N-Lake-Shore-Dr-60610/unit-20D/home/14126829,MRED,11200697,N,Y,41.9108985,-87.6267754
MLS Listing,,Condo/Co-op,33 E Cedar St Unit 17D,Chicago,IL,60611,224900,1,1.0,CHI - Near North Side,800,,1961,51,281,801,Active,,,http://www.redfin.com/IL/Chicago/33-E-Cedar-St-60611/unit-17D/home/14121406,MRED,11199579,N,Y,41.9022307,-87.6271603
MLS Listing,,Condo/Co-op,1516 N State Pkwy Unit 18C,Chicago,IL,60610,399900,2,2.0,CHI - Near North Side,1400,,1974,52,286,1157,Active,,,http://www.redfin.com/IL/Chicago/1516-N-State-Pkwy-60610/unit-18C/home/12574026,MRED,11198838,N,Y,41.9099393,-87.6291657
MLS Listing,,Condo/Co-op,30 E Elm St Unit 14B,Chicago,IL,60611,227500,1,1.0,CHI - Near North Side,,,1962,52,,612,Active,,,http://www.redfin.com/IL/Chicago/30-E-Elm-St-60611/unit-14B/home/14123229,MRED,11176931,N,Y,41.9034566,-87.627527
MLS Listing,,Condo/Co-op,1445 N State Pkwy #1404,Chicago,IL,60610,390000,3,3.0,CHI - Near North Side,2000,,1958,53,195,1947,Active,,,http://www.redfin.com/IL/Chicago/1445-N-State-Pkwy-60610/unit-1404/home/14125481,MRED,11198151,N,Y,41.9091114,-87.6282751
MLS Listing,,Condo/Co-op,1300 N State Pkwy #703,Chicago,IL,60610,2800000,3,3.5,The Ambassador,4075,,1924,53,687,3288,Active,,,http://www.redfin.com/IL/Chicago/1300-N-State-Pkwy-60610/unit-703/home/18948327,MRED,11197937,N,Y,41.9059886,-87.6290089
MLS Listing,,Condo/Co-op,1440 N Lake Shore Dr Unit 35HFN,Chicago,IL,60610,1625000,3,3.5,CHI - Near North Side,3175,,1965,53,512,3170,Active,,,http://www.redfin.com/IL/Chicago/1440-N-Lake-Shore-Dr-60610/unit-35HFN/home/146196329,MRED,11124927,N,Y,41.9089622,-87.6266981
MLS Listing,,Condo/Co-op,20 E Cedar St Unit 4D,Chicago,IL,60611,1399999,2,2.5,CHI - Near North Side,2560,,1929,53,547,1872,Active,October-26-2021 11:00 AM,October-26-2021 01:00 PM,http://www.redfin.com/IL/Chicago/20-E-Cedar-St-60611/unit-4D/home/14123206,MRED,11186601,N,Y,41.902721,-87.6273372
MLS Listing,,Condo/Co-op,1445 N State Pkwy #1602,Chicago,IL,60610,279000,2,2.0,CHI - Near North Side,,,,54,,1350,Active,,,http://www.redfin.com/IL/Chicago/1445-N-State-Pkwy-60610/unit-1602/home/14125811,MRED,11197323,N,Y,41.9091114,-87.6282751
MLS Listing,,Condo/Co-op,73 E Elm St Unit 4B,Chicago,IL,60611,570000,2,2.0,CHI - Near North Side,1555,,1930,57,367,1763,Active,,,http://www.redfin.com/IL/Chicago/73-E-Elm-St-60611/unit-4B/home/14122737,MRED,11195126,N,Y,41.9029066,-87.626004
MLS Listing,,Condo/Co-op,1366 N Dearborn Pkwy Unit 14BC,Chicago,IL,60610,1299000,3,3.5,CHI - Near North Side,2800,,1928,57,464,2739,Active,October-17-2021 11:00 AM,October-17-2021 12:00 PM,http://www.redfin.com/IL/Chicago/1366-N-Dearborn-Pkwy-60610/unit-14BC/home/108973063,MRED,11192595,N,Y,41.907719,-87.630382
MLS Listing,,Condo/Co-op,1301 N Dearborn Pkwy #1306,Chicago,IL,60610,1299000,3,2.5,The Whitney,2240,,1997,58,580,1631,Active,,,http://www.redfin.com/IL/Chicago/1301-N-Dearborn-Pkwy-60610/unit-1306/home/176142517,MRED,11186218,N,Y,41.9061527,-87.6299215
MLS Listing,,Condo/Co-op,1313 N Ritchie Ct #2108,Chicago,IL,60610,599000,2,2.0,CHI - Near North Side,1722,,1973,59,348,1125,Active,,,http://www.redfin.com/IL/Chicago/1313-N-Ritchie-Ct-60610/unit-2108/home/14124183,MRED,11192146,N,Y,41.9061626,-87.6261578
MLS Listing,,Condo/Co-op,1300 N State Pkwy #304,Chicago,IL,60610,1195000,2,2.5,The Ambassador,2058,,1918,60,581,1370,Active,,,http://www.redfin.com/IL/Chicago/1300-N-State-Pkwy-60610/unit-304/home/18947228,MRED,11191438,N,Y,41.9059886,-87.6290089
MLS Listing,,Condo/Co-op,1100 N Lake Shore Dr Unit 33A,Chicago,IL,60611,635000,3,2.5,CHI - Near North Side,2100,,1980,60,302,2016,Active,,,http://www.redfin.com/IL/Chicago/1100-N-Lake-Shore-Dr-60611/unit-33A/home/14123876,MRED,11190725,N,Y,41.902686,-87.625161
MLS Listing,,Condo/Co-op,1335 N Astor St Unit 1C,Chicago,IL,60610,374900,2,2.0,CHI - Near North Side,1700,,1951,64,221,1223,Active,,,http://www.redfin.com/IL/Chicago/1335-N-Astor-St-60610/unit-1C/home/113820501,MRED,11187835,N,Y,41.9069599,-87.6271575
MLS Listing,,Condo/Co-op,1110 N Lake Shore Dr Unit 28S,Chicago,IL,60611,1125000,2,2.5,CHI - Near North Side,2200,,1970,64,511,2011,Active,,,http://www.redfin.com/IL/Chicago/1110-N-Lake-Shore-Dr-60611/unit-28S/home/14122748,MRED,11187796,N,Y,41.902836,-87.625043
MLS Listing,,Condo/Co-op,1440 N Lake Shore Dr Unit 29D,Chicago,IL,60610,399900,2,2.0,CHI - Near North Side,1350,,1963,65,296,1348,Active,,,http://www.redfin.com/IL/Chicago/1440-N-Lake-Shore-Dr-60610/unit-29D/home/14126210,MRED,11186736,N,Y,41.9089622,-87.6266981
