SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,950 N Michigan Ave #3404,Chicago,IL,60611,745000,2,2.5,CHI - Near North Side,1830,,1985,200,407,1372,Active,,,http://www.redfin.com/IL/Chicago/950-N-Michigan-Ave-60611/unit-3404/home/172084782,MRED,11035771,N,Y,41.9003994,-87.6246803
MLS Listing,,Condo/Co-op,800 N Michigan Ave #2202,Chicago,IL,60611,1195000,2,2.5,Park Tower,2052,,2000,200,582,1327,Active,,,http://www.redfin.com/IL/Chicago/800-N-Michigan-Ave-60611/unit-2202/home/12740944,MRED,11035644,N,Y,41.8971181,-87.6255019
MLS Listing,,Condo/Co-op,57 E Delaware Pl #3502,Chicago,IL,60611,949999,2,2.0,The Bristol,2015,,2000,205,471,1877,Active,,,http://www.redfin.com/IL/Chicago/57-E-Delaware-Pl-60611/unit-3502/home/12770971,MRED,11030774,N,Y,41.8989159,-87.6262491
MLS Listing,,Parking,111 E Chestnut St Unit 4A-40,Chicago,IL,60611,32000,,,CHI - Near North Side,,,1972,217,,85,Active,,,http://www.redfin.com/IL/Chicago/111-E-Chestnut-St-60611/unit-4A40/home/12791539,MRED,11018818,N,Y,41.8978884,-87.6251938
MLS Listing,,Condo/Co-op,111 E Chestnut St Unit 28DE,Chicago,IL,60611,490000,2,2.0,CHI - Near North Side,1300,,1972,232,377,748,Active,,,http://www.redfin.com/IL/Chicago/111-E-Chestnut-St-60611/unit-28DE/home/170937694,MRED,11003619,N,Y,41.8978884,-87.6251938
MLS Listing,,Condo/Co-op,800 N Michigan Ave #4802,Chicago,IL,60611,1699000,2,2.5,Park Tower,2052,,2000,239,828,1462,Active,,,http://www.redfin.com/IL/Chicago/800-N-Michigan-Ave-60611/unit-4802/home/12739107,MRED,10998122,N,Y,41.8971181,-87.6255019
MLS Listing,,Condo/Co-op,950 N Michigan Ave #4104,Chicago,IL,60611,639500,2,3.5,CHI - Near North Side,1830,,1984,246,349,1443,Active,,,http://www.redfin.com/IL/Chicago/950-N-Michigan-Ave-60611/unit-4104/home/174426976,MRED,10993302,N,Y,41.900457,-87.624671
MLS Listing,,Parking,111 E Chestnut St Unit 5A-33,Chicago,IL,60611,30000,,,CHI - Near North Side,,,,251,,119,Active,,,http://www.redfin.com/IL/Chicago/111-E-Chestnut-St-60611/unit-5A33/home/12790839,MRED,10988959,N,Y,41.8978884,-87.6251938
MLS Listing,,Condo/Co-op,800 N Michigan Ave #2102,Chicago,IL,60611,1700000,2,2.5,CHI - Near North Side,2030,,2000,302,837,1500,Active,,,http://www.redfin.com/IL/Chicago/800-N-Michigan-Ave-60611/unit-2102/home/12739524,MRED,10955670,N,Y,41.8971181,-87.6255019
MLS Listing,,Condo/Co-op,100 E Huron St #2805,Chicago,IL,60611,1050000,3,3.5,Chicago Place,3114,,1991,359,337,2639,Active,,,http://www.redfin.com/IL/Chicago/100-E-Huron-St-60611/unit-2805/home/14099824,MRED,10913303,N,Y,41.8953138,-87.624941
MLS Listing,,Condo/Co-op,100 E Walton St Unit 21F,Chicago,IL,60611,245000,1,1.0,CHI - Near North Side,925,,1969,367,265,954,Active,,,http://www.redfin.com/IL/Chicago/100-E-Walton-St-60611/unit-21F/home/14121728,MRED,10903603,N,Y,41.9002501,-87.6250781
MLS Listing,,Parking,111 E Chestnut St Unit 6A-1,Chicago,IL,60611,27500,,,CHI - Near North Side,,,1972,389,,80,Active,,,http://www.redfin.com/IL/Chicago/111-E-Chestnut-St-60611/unit-6A-1/home/167829564,MRED,10877331,N,Y,41.8978884,-87.6251938
