SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,628 W Schubert Ave Unit 1F,Chicago,IL,60614,374900,2,1.0,CHI - Lincoln Park,,,1893,2,,250,Active,October-16-2021 12:00 PM,October-16-2021 02:00 PM,http://www.redfin.com/IL/Chicago/628-W-Schubert-Ave-60614/unit-1F/home/22060771,MRED,11245516,N,Y,41.9317633,-87.6457237
MLS Listing,,Condo/Co-op,2025 N Magnolia Ave #3,Chicago,IL,60614,695000,3,3.0,CHI - Lincoln Park,1800,,1997,2,386,196,Active,October-16-2021 11:00 AM,October-16-2021 01:00 PM,http://www.redfin.com/IL/Chicago/2025-N-Magnolia-Ave-60614/unit-3/home/176720280,MRED,11245349,N,Y,41.9188124,-87.6591342
MLS Listing,,Condo/Co-op,444 W Fullerton Pkwy #1504,Chicago,IL,60614,359900,2,1.5,CHI - Lincoln Park,,,1975,2,,1043,Active,,,http://www.redfin.com/IL/Chicago/444-W-Fullerton-Pkwy-60614/unit-1504/home/12771575,MRED,11245264,N,Y,41.9258117,-87.6410069
MLS Listing,,Condo/Co-op,2600 N Lakeview Ave Unit 2F,Chicago,IL,60614,789000,3,3.0,Marlborough,2600,,1912,2,303,1985,Active,,,http://www.redfin.com/IL/Chicago/2600-N-Lakeview-Ave-60614/unit-2F/home/13365378,MRED,11245042,N,Y,41.9299188,-87.639729
MLS Listing,,Condo/Co-op,2214 N Sedgwick St Unit 2S,Chicago,IL,60614,275000,1,1.0,CHI - Lincoln Park,,,,2,,191,Active,October-16-2021 01:00 PM,October-16-2021 02:30 PM,http://www.redfin.com/IL/Chicago/2214-N-Sedgwick-St-60614/unit-2S/home/18921606,MRED,11244913,N,Y,41.9224849,-87.6392609
MLS Listing,,Condo/Co-op,2506 N Southport Ave #3,Chicago,IL,60614,739900,2,2.0,CHI - Lincoln Park,,,2020,2,,200,Active,October-17-2021 11:00 AM,October-17-2021 01:00 PM,http://www.redfin.com/IL/Chicago/2506-N-Southport-Ave-60614/unit-3/home/170216110,MRED,11233591,N,Y,41.927293,-87.66373
MLS Listing,,Condo/Co-op,2762 N Lincoln Ave #302,Chicago,IL,60614,475000,2,2.0,Delta on Lincoln,1600,,1997,3,297,395,Active,,,http://www.redfin.com/IL/Chicago/2762-N-Lincoln-Ave-60614/unit-302/home/12726550,MRED,11205849,N,Y,41.9317599,-87.6579967
MLS Listing,,Townhouse,2233 N Clifton Ave N Unit B,Chicago,IL,60614,399000,3,2.0,CHI - Lincoln Park,,,1973,3,,,Active,,,http://www.redfin.com/IL/Chicago/2233-N-Clifton-Ave-60614/unit-B/home/13353016,MRED,11244805,N,Y,41.922671,-87.656832
MLS Listing,,Condo/Co-op,644 W Arlington Pl Unit 4J,Chicago,IL,60614,187000,1,1.0,CHI - Lincoln Park,606,,1974,3,309,27980,Active,,,http://www.redfin.com/IL/Chicago/644-W-Arlington-Pl-60614/unit-4J/home/13367895,MRED,11244770,N,Y,41.9269784,-87.6457025
MLS Listing,,Townhouse,2631 N Hartland Ct,Chicago,IL,60614,849000,5,4.5,Hartland Park,3400,,2007,3,250,350,Active,,,http://www.redfin.com/IL/Chicago/2631-N-Hartland-Ct-60614/unit-25/home/12638341,MRED,11244640,N,Y,41.9296127,-87.6724279
MLS Listing,,Condo/Co-op,1960 N Lincoln Park West Ave #801,Chicago,IL,60614,210000,1,1.0,CHI - Lincoln Park,750,,1972,3,280,593,Active,,,http://www.redfin.com/IL/Chicago/1960-N-Lincoln-Park-W-60614/unit-801/home/13346435,MRED,11244605,N,Y,41.918107,-87.636887
MLS Listing,,Condo/Co-op,2714 N Lehmann Ct Unit 2S,Chicago,IL,60614,500000,2,2.0,CHI - Lincoln Park,1307,,2006,3,383,291,Active,October-16-2021 11:00 AM,October-16-2021 01:00 PM,http://www.redfin.com/IL/Chicago/2714-N-Lehmann-Ct-60614/unit-2S/home/13138670,MRED,11244528,N,Y,41.9320911,-87.6438165
MLS Listing,,Condo/Co-op,2547 N Clark St Unit 1N,Chicago,IL,60614,400000,2,2.0,CHI - Lincoln Park,1200,,,3,333,,Active,October-16-2021 12:00 PM,October-16-2021 02:00 PM,http://www.redfin.com/IL/Chicago/2547-N-Clark-St-60614/unit-1N/home/18914840,MRED,11244423,N,Y,41.929161,-87.64213
MLS Listing,,Condo/Co-op,1735 W Diversey Pkwy #515,Chicago,IL,60614,379999,2,2.0,CHI - Lincoln Park,,,1978,3,,416,Active,,,http://www.redfin.com/IL/Chicago/1735-W-Diversey-Pkwy-60614/unit-515/home/12740738,MRED,11244306,N,Y,41.9321719,-87.6725303
MLS Listing,,Condo/Co-op,823 W Lill Ave Unit 1N,Chicago,IL,60614,350000,2,2.0,CHI - Lincoln Park,,,1999,3,,207,Active,,,http://www.redfin.com/IL/Chicago/823-W-Lill-Ave-60614/unit-1N/home/12772192,MRED,11244249,N,Y,41.9279594,-87.6499818
MLS Listing,,Condo/Co-op,2225 N Halsted St N #14,Chicago,IL,60614,225000,1,1.0,Lincoln Park Commons,700,,1978,3,321,,Active,October-17-2021 12:00 PM,October-17-2021 03:00 PM,http://www.redfin.com/IL/Chicago/2225-N-Halsted-St-60614/unit-14/home/176714389,MRED,11244236,N,Y,41.9226585,-87.6483617
MLS Listing,,Condo/Co-op,2741 N Mildred Ave Unit 3S,Chicago,IL,60614,759900,2,2.0,CHI - Lincoln Park,1300,,2009,3,585,264,Active,October-16-2021 11:00 AM,October-16-2021 01:00 PM,http://www.redfin.com/IL/Chicago/2741-N-Mildred-Ave-60614/unit-3S/home/40367867,MRED,11244183,N,Y,41.9321439,-87.6511168
MLS Listing,,Single Family Residential,650 W Willow St,Chicago,IL,60614,1285000,4,2.5,CHI - Lincoln Park,2925,2474,,3,439,,Active,October-17-2021 11:00 AM,October-17-2021 01:00 PM,http://www.redfin.com/IL/Chicago/650-W-Willow-St-60614/home/13348071,MRED,11244041,N,Y,41.9140578,-87.6455302
MLS Listing,,Single Family Residential,2436 N Janssen Ave,Chicago,IL,60614,975000,4,3.5,CHI - Lincoln Park,2810,2922,,4,347,,Active,,,http://www.redfin.com/IL/Chicago/2436-N-Janssen-Ave-60614/home/13363175,MRED,11243869,N,Y,41.9263227,-87.6648612
MLS Listing,,Townhouse,1701 N Halsted St Unit A1,Chicago,IL,60614,975000,4,3.5,CHI - Lincoln Park,3300,,1988,4,295,686,Active,,,http://www.redfin.com/IL/Chicago/1701-N-Halsted-St-60614/unit-A1/home/145049312,MRED,11243782,N,Y,41.9128339,-87.648186
MLS Listing,,Single Family Residential,1227 W Wrightwood Ave,Chicago,IL,60614,1699000,4,4.5,CHI - Lincoln Park,3700,,1985,4,459,,Active,October-16-2021 11:00 AM,October-16-2021 01:00 PM,http://www.redfin.com/IL/Chicago/1227-W-Wrightwood-Ave-60614/home/13361671,MRED,11243554,N,Y,41.9287191,-87.6597121
MLS Listing,,Townhouse,1721 W Schubert Ave Unit H55,Chicago,IL,60614,875000,5,4.5,CHI - Lincoln Park,3074,,2008,4,285,350,Active,,,http://www.redfin.com/IL/Chicago/1721-W-Schubert-Ave-60614/unit-H55/home/105289637,MRED,11243518,N,Y,41.9309842,-87.6717345
MLS Listing,,Multi-Family (2-4 Unit),2720 N Wilton Ave,Chicago,IL,60614,639900,6,3.0,CHI - Lincoln Park,,,1888,4,,,Active,October-16-2021 02:00 PM,October-16-2021 03:00 PM,http://www.redfin.com/IL/Chicago/2720-N-Wilton-Ave-60614/home/13361319,MRED,11243487,N,Y,41.9314956,-87.6529204
MLS Listing,,Single Family Residential,303 W Wisconsin St,Chicago,IL,60614,2350000,4,3.5,CHI - Lincoln Park,,2099,1886,4,,,Active,October-17-2021 12:00 PM,October-17-2021 02:00 PM,http://www.redfin.com/IL/Chicago/303-W-Wisconsin-St-60614/home/13344008,MRED,11242622,N,Y,41.9163522,-87.6365473
MLS Listing,,Condo/Co-op,641 W Willow St #212,Chicago,IL,60614,849000,4,3.5,CHI - Lincoln Park,,,1984,4,,1162,Active,,,http://www.redfin.com/IL/Chicago/641-W-Willow-St-60614/unit-212/home/13346842,MRED,11243371,N,Y,41.913305,-87.6456354
MLS Listing,,Single Family Residential,819 W Belden Ave,Chicago,IL,60614,2395000,5,4.5,CHI - Lincoln Park,4250,3219,1886,4,564,,Active,,,http://www.redfin.com/IL/Chicago/819-W-Belden-Ave-60614/home/13352668,MRED,11243259,N,Y,41.9233972,-87.6494615
MLS Listing,,Condo/Co-op,2507 N Halsted St #2,Chicago,IL,60614,598000,3,2.0,CHI - Lincoln Park,1829,,2006,4,327,172,Active,,,http://www.redfin.com/IL/Chicago/2507-N-Halsted-St-60614/unit-2/home/18918331,MRED,11241641,N,Y,41.9275259,-87.6485746
MLS Listing,,Condo/Co-op,2128 N Hudson Ave #202,Chicago,IL,60614,369900,2,2.0,CHI - Lincoln Park,,,1932,4,,294,Active,October-16-2021 01:30 PM,October-16-2021 03:00 PM,http://www.redfin.com/IL/Chicago/2128-N-Hudson-Ave-60614/unit-202/home/12651643,MRED,11243130,N,Y,41.9210251,-87.6403374
MLS Listing,,Townhouse,1802 N Sedgwick St,Chicago,IL,60614,949500,3,2.5,CHI - Lincoln Park,2400,,1976,4,396,670,Active,,,http://www.redfin.com/IL/Chicago/1802-N-Sedgwick-St-60614/unit-2/home/13347119,MRED,11243062,N,Y,41.9149074,-87.6389807
MLS Listing,,Condo/Co-op,632 W Wrightwood Ave Unit 4W,Chicago,IL,60614,624000,2,2.0,CHI - Lincoln Park,1660,,1997,5,376,436,Active,October-16-2021 10:00 AM,October-16-2021 12:00 PM,http://www.redfin.com/IL/Chicago/632-W-Wrightwood-Ave-60614/unit-4W/home/12806106,MRED,11242864,N,Y,41.929704,-87.644165
MLS Listing,,Condo/Co-op,607 W Wrightwood Ave #401,Chicago,IL,60614,175000,1,1.0,CHI - Lincoln Park,,,1974,6,,265,Active,,,http://www.redfin.com/IL/Chicago/607-W-Wrightwood-Ave-60614/unit-401/home/13367010,MRED,11242463,N,Y,41.9292179,-87.6433513
MLS Listing,,Condo/Co-op,540 W Webster Ave #203,Chicago,IL,60614,450000,1,1.5,CHI - Lincoln Park,927,,2017,7,485,434,Active,,,http://www.redfin.com/IL/Chicago/540-W-Webster-Ave-60614/unit-203/home/167585066,MRED,11242199,N,Y,41.9220478,-87.6430231
MLS Listing,,Condo/Co-op,849 W Wrightwood Ave Unit 1E,Chicago,IL,60614,599900,3,3.0,CHI - Lincoln Park,2315,,1996,7,259,259,Active,October-16-2021 02:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/IL/Chicago/849-W-Wrightwood-Ave-60614/unit-1E/home/176685832,MRED,11242183,N,Y,41.9288009,-87.6508516
MLS Listing,,Condo/Co-op,637 W Armitage Ave #3,Chicago,IL,60614,355000,2,1.0,CHI - Lincoln Park,,,1920,7,,497,Active,,,http://www.redfin.com/IL/Chicago/637-W-Armitage-Ave-60614/unit-3/home/39949177,MRED,11241974,N,Y,41.917978,-87.6451475
MLS Listing,,Condo/Co-op,2120 N Clark St #1,Chicago,IL,60614,800000,4,2.5,CHI - Lincoln Park,3427,,1895,7,233,450,Active,,,http://www.redfin.com/IL/Chicago/2120-N-Clark-St-60614/unit-1/home/13348342,MRED,11241915,N,Y,41.9207199,-87.6378178
MLS Listing,,Townhouse,2748 N Lakewood Ave #4,Chicago,IL,60614,1299000,4,4.5,CHI - Lincoln Park,3500,,2012,7,371,214,Active,,,http://www.redfin.com/IL/Chicago/2748-N-Lakewood-Ave-60614/unit-4/home/52634303,MRED,11214918,N,Y,41.9322595,-87.6613048
MLS Listing,,Townhouse,2145 N Clark St Unit E,Chicago,IL,60614,1215000,4,3.0,Breton Place,3000,,1985,7,405,527,Active,October-16-2021 01:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/IL/Chicago/2145-N-Clark-St-60614/unit-E/home/13347291,MRED,11241401,N,Y,41.9216052,-87.6376653
MLS Listing,,Condo/Co-op,2424 N Southport Ave Unit A,Chicago,IL,60614,655000,4,3.0,CHI - Lincoln Park,2000,,2007,7,328,98,Active,,,http://www.redfin.com/IL/Chicago/2424-N-Southport-Ave-60614/unit-A/home/26809098,MRED,11241400,N,Y,41.926052,-87.6636346
MLS Listing,,Multi-Family (2-4 Unit),2113 N Bissell St,Chicago,IL,60614,1300000,6,4.0,CHI - Lincoln Park,,,1884,8,,,Active,,,http://www.redfin.com/IL/Chicago/2113-N-Bissell-St-60614/home/13352147,MRED,11236359,N,Y,41.9204034,-87.6519363
MLS Listing,,Condo/Co-op,350 W Belden Ave #610,Chicago,IL,60614,439000,2,2.0,Belden Centre,1400,,1991,8,314,659,Active,October-16-2021 11:00 AM,October-16-2021 01:00 PM,http://www.redfin.com/IL/Chicago/350-W-Belden-Ave-60614/unit-610/home/167585028,MRED,11240878,N,Y,41.9242493,-87.6388432
MLS Listing,,Condo/Co-op,1660 N Lasalle Dr #3407,Chicago,IL,60614,285000,1,1.0,CHI - Lincoln Park,762,,1971,8,374,716,Active,,,http://www.redfin.com/IL/Chicago/1660-N-LaSalle-Dr-60614/unit-3407/home/13342323,MRED,11229029,N,Y,41.9125733,-87.6335634
MLS Listing,,Condo/Co-op,2451 N Clybourn Ave #11,Chicago,IL,60614,525000,3,3.0,CHI - Lincoln Park,1800,,2000,8,292,338,Active,,,http://www.redfin.com/IL/Chicago/2451-N-Clybourn-Ave-60614/unit-11/home/12754041,MRED,11240678,N,Y,41.9264407,-87.6708134
MLS Listing,,Condo/Co-op,2742 N Paulina St #2,Chicago,IL,60614,425000,2,2.0,CHI - Lincoln Park,1400,,2001,8,304,165,Active,,,http://www.redfin.com/IL/Chicago/2742-N-Paulina-St-60614/unit-2/home/12600624,MRED,11240615,N,Y,41.931858,-87.6710852
MLS Listing,,Condo/Co-op,2525 N Sheffield Ave Unit 4E,Chicago,IL,60614,575000,3,2.0,CHI - Lincoln Park,2000,,1922,8,288,350,Active,October-16-2021 01:00 PM,October-16-2021 03:00 PM,http://www.redfin.com/IL/Chicago/2525-N-Sheffield-Ave-60614/unit-4E/home/18914805,MRED,11240540,N,Y,41.9279094,-87.6534117
MLS Listing,,Condo/Co-op,1170 W Armitage Ave Unit 4W,Chicago,IL,60614,539000,2,2.0,CHI - Lincoln Park,1500,,1892,8,359,319,Active,October-16-2021 11:00 AM,October-16-2021 12:30 PM,http://www.redfin.com/IL/Chicago/1170-W-Armitage-Ave-60614/unit-4W/home/13352483,MRED,11240393,N,Y,41.9181869,-87.6580529
MLS Listing,,Parking,2215 N Bissell St Unit P2,Chicago,IL,60614,15000,,,CHI - Lincoln Park,,,1924,8,,,Active,,,http://www.redfin.com/IL/Chicago/2215-N-Bissell-St-60614/unit-P2/home/12715656,MRED,11240367,N,Y,41.9222536,-87.6520075
MLS Listing,,Condo/Co-op,1926 N Lincoln Park West Unit 6B,Chicago,IL,60614,875000,3,2.0,CHI - Lincoln Park,,,2006,9,,347,Active,,,http://www.redfin.com/IL/Chicago/1926-N-Lincoln-Park-W-60614/unit-6B/home/45511118,MRED,11239822,N,Y,41.9172493,-87.6368201
MLS Listing,,Townhouse,1829 N Dayton St,Chicago,IL,60610,699000,3,3.5,CHI - Lincoln Park,,,,9,,311,Active,,,http://www.redfin.com/IL/Chicago/1829-N-Dayton-St-60614/home/13350285,MRED,11239691,N,Y,41.914714,-87.649493
MLS Listing,,Condo/Co-op,1735 W Diversey Pkwy #316,Chicago,IL,60614,375000,2,2.0,CHI - Lincoln Park,,,,9,,402,Active,October-17-2021 11:00 AM,October-17-2021 12:30 PM,http://www.redfin.com/IL/Chicago/1735-W-Diversey-Pkwy-60614/unit-316/home/12753947,MRED,11239623,N,Y,41.9321719,-87.6725303
MLS Listing,,Condo/Co-op,2724 N Dayton St Unit B,Chicago,IL,60614,549000,3,2.0,CHI - Lincoln Park,1500,,1994,9,366,150,Active,October-17-2021 11:30 AM,October-17-2021 01:30 PM,http://www.redfin.com/IL/Chicago/2724-N-Dayton-St-60614/unit-B/home/13361968,MRED,11235365,N,Y,41.9316276,-87.6505002
MLS Listing,,Condo/Co-op,1960 N Lincoln Park West #2708,Chicago,IL,60614,224900,1,1.0,CHI - Lincoln Park,750,,1972,9,300,577,Active,,,http://www.redfin.com/IL/Chicago/1960-N-Lincoln-Park-W-60614/unit-2708/home/13344780,MRED,11239560,N,Y,41.918107,-87.636887
MLS Listing,,Multi-Family (2-4 Unit),2633 N Magnolia Ave,Chicago,IL,60614,1600000,7,5.0,CHI - Lincoln Park,,,1895,9,,,Active,,,http://www.redfin.com/IL/Chicago/2633-N-Magnolia-Ave-60614/home/13362344,MRED,11239489,N,Y,41.9299173,-87.659533
MLS Listing,,Condo/Co-op,1910 N Halsted St #2,Chicago,IL,60614,475000,2,2.0,CHI - Lincoln Park,1600,,1890,9,297,233,Active,October-16-2021 01:30 PM,October-16-2021 03:30 PM,http://www.redfin.com/IL/Chicago/1910-N-Halsted-St-60614/unit-2/home/176355063,MRED,11239374,N,Y,41.91644,-87.648827
MLS Listing,,Condo/Co-op,2535 N Orchard St Unit 1N,Chicago,IL,60614,950000,4,3.0,CHI - Lincoln Park,2700,,1894,9,352,394,Active,,,http://www.redfin.com/IL/Chicago/2535-N-Orchard-St-60614/unit-1N/home/13367304,MRED,11239160,N,Y,41.9289171,-87.6462127
